ID,Parent,Dependent
a2b866d0-43a9-48e3-af66-e29f6ac3511c,False,Var1
902d6508-3941-4ef4-91eb-1ace2444ba6d,False,Var1
1b8cbaf2-ca4b-4a38-84f2-188bb21074d4,False,Var2
38850923-6521-48c9-8fb8-64ce488d7ea1,True,Control
7ce66428-beb4-4803-83a0-a2538858973a,False,Var1
5d9f99b2-88d2-4b95-989a-d0b9fffe9be8,False,Var2
1c3474c2-de4f-44b4-ba6d-51dd9ae49056,False,Var1
5209fab7-9cca-4560-a95e-7af86f069d14,False,Var2
263a4295-2827-49ba-941c-69e704f9c866,True,Control
ae9af05b-3785-454d-ae56-204e372c9cae,True,Control
eccffa25-c7de-41ca-9d1f-005b76ac4d5e,False,Var2
c3c9135e-61f8-49cc-9450-dc7dfb72075c,False,Var2
12803cb1-d94c-4fdd-89ba-e7d12383c210,False,Var2
693005ec-c18a-443d-88fc-e121b02b2130,False,Var2
d32a2617-330a-41e6-9c72-daef91caa3cd,False,Var1
d3cb1780-feff-4c86-a175-3491e98c6a27,True,Control
011fe541-6bf6-4533-a84c-a91b888f805b,False,Var1
a17c3756-5bab-4f35-86cb-3b52d3f9d030,False,Var2
c20fa1f0-3e6b-4001-8f55-c13f7bc1754a,True,Control
5d2172a3-f441-487a-9296-1ba2808d8434,False,Var2
480f2663-210a-4d90-8d02-7ca66ce6fbae,False,Var1
1a0c14ef-a9fa-43ba-bd3a-a809aa52a55a,False,Var1
38c890ad-497f-4505-9c39-fdccbcce3130,True,Control
bf96c61f-1582-4515-a1f0-f90c615206e3,False,Var2
24ed1dd8-931f-4c1a-a89a-b5e1d74731cf,False,Var1
e76cbfd8-4a8a-4be0-836b-18904e4cb9a9,True,Control
9cfb8194-180e-4981-b5cb-ddb3c8986fbd,True,Control
374b545e-868a-4417-bf91-482c249e2f5a,True,Control
fb32b21f-becc-4a1b-8bcf-e03339ab34d7,True,Control
837d0327-d291-46c9-8bea-34f7c4dbe02e,False,Var1
488ea25a-f4c6-4da7-add7-576fdc716b53,True,Control
3d39b56b-c022-4d2f-a212-238f1645fb27,True,Control
f8a8e36c-990b-4333-9588-331432f059ef,True,Control
667361ed-91c5-4928-93d9-62e64e9b9c6a,True,Control
17c666e6-0f0c-4a62-9bb8-6a8ab19ecfda,False,Var1
08cfb801-b444-4e20-ac42-ab3f0171f11c,True,Control
b6f98e14-bd83-4f81-a1f9-854ecff67bda,False,Var2
2c7538af-3bb5-48c5-be79-700762e50549,True,Control
e9c9fd6e-f105-42f3-98b4-6179d2a82d2e,False,Var1
c9121d27-5b2d-416c-8aa3-5562d8d2e737,True,Control
cadcaa4b-616c-4d51-b5b7-45eb8f2a23cf,True,Control
e4fcd09f-887e-4050-b543-b37e688bc49a,True,Control
a5fd2ae2-70f0-467d-aece-93106eef25c1,True,Control
08eeed3d-4f6d-4a12-8952-90103724007e,True,Control
5d7dc1a9-19c8-4aff-962d-0ea091644d79,False,Var2
0d4fa778-4b4f-4a86-9cf7-40dd87d8aacb,False,Var1
59b73075-ae84-4dcf-97d3-e1f649b3ac04,True,Control
a1b1160c-f4c6-4fce-a0ee-cc66ceac9047,False,Var1
0816e9a5-1dcd-4150-b44e-bbfce2d765ad,False,Var1
d5706e45-82dd-4010-932b-3d7236c21fe3,False,Var2
ce20abde-2ba6-4258-a274-d733c5dd7ba2,False,Var2
587ea422-e645-48e8-8c9d-a7c5e3819c87,True,Control
d3aa757e-de93-4852-868f-0e9143f36594,False,Var2
ff12b43a-9bc2-4516-bcf5-7610a8991e5f,True,Control
9a9858a2-25ad-40ad-bffb-d69999b36bef,False,Var2
9964ed53-bf50-4847-b9c3-a8dd228ce9a6,True,Control
8b22e2b7-a3a0-463e-91e6-803ce34b0b54,True,Control
d6e5551c-b2f5-49ef-b5ba-da5796283269,True,Control
87078afc-c77a-45f3-aaa7-37208e0864de,True,Control
fca6f926-b025-4d9e-abfd-79afca1fbe51,False,Var1
ba8b2442-0fbc-4e9f-964a-81ef0eaf0042,True,Control
6ab607b4-542d-48e2-91a5-fbe65ce089fe,True,Control
ec105d4a-0925-41ec-a8fe-60b154ff042c,False,Var2
e736e9e5-fc2d-4fe9-bd27-caf96c0e64ec,False,Var2
e911fde8-c416-4307-8960-b214a36a1eed,False,Var1
03de5857-1236-4fb7-8ef5-4bcbe2ca3b9a,True,Control
559cb9c0-b921-406a-b9f2-9e49b4855e0e,False,Var1
3b4034f5-e79a-4b9f-bb1d-e30757d4f528,True,Control
e4418631-cba0-4971-b543-71c2ca748760,False,Var1
2c0ddf2c-2b29-414f-8977-27f5c9d39ed2,True,Control
81e71146-5528-4e7b-bfda-72b56a56c00a,False,Var1
752c38c2-e4b9-4a9a-b6b2-614a8d2e60e0,False,Var2
fae820d0-f420-4758-b682-bf929aa6e9ec,True,Control
bedf92bc-3af7-4479-a603-f18bc3d9440a,True,Control
f6585472-eae2-4ff3-b103-3a31b588199d,False,Var1
b4006271-7967-4227-abb7-49fed24c57a1,True,Control
cdbd6c3c-70a0-4ca2-9f0d-3c3003d711fb,True,Control
522107ba-e30d-4342-958e-6bb02d5e0ca2,True,Control
392048d1-af5c-4a47-85af-a9523fdc0727,True,Control
6d9fc927-76ef-46a2-b4cd-c3ebc0f2ad2d,True,Control
3a76e707-553f-4056-8cad-758b6f415137,True,Control
becb7e0a-18b9-4a8c-803f-9b67fc7f1dec,False,Var1
f22dfc91-667a-4f52-8401-959e65598f8e,False,Var2
4fbddadf-1821-472f-b6da-3f5ae6c61553,True,Control
326fc2d6-6d39-41cd-b601-cd0e3813efaf,False,Var2
abeb0027-2b9c-4bdd-8ca4-ffb8020de056,True,Control
23e3a539-d3c1-4311-914d-384faf96545e,False,Var2
01759af8-9e93-48f9-8bd6-51bfd16bbf36,False,Var1
88f0a0f9-7f11-4ee3-bf5a-a125b8486617,False,Var2
c798a9f6-a4ae-4981-85be-9e118771697f,True,Control
9e73d014-2fef-4bf6-ac89-265fe9a85169,True,Control
db16b19a-cc97-40f6-bfd7-0eb66b6bec15,True,Control
f871f01a-7cef-4aed-a827-b8e30d945df1,False,Var1
be352982-a3ef-465c-b2ad-06bb70867b75,True,Control
8ece0a2d-79b7-4e9b-ab4c-861123a998cf,True,Control
5d320a37-b897-4392-90b3-ec103f2cc209,True,Control
7c1bf0ae-b0b7-40be-b6ae-2e0ba8fb963b,True,Control
285fcae8-8079-4531-bd7a-efb93bab7805,False,Var2
a1b826c3-b7bc-4833-9c7b-6ef078a2cb0b,True,Control
5e2baf05-43e9-4087-abc4-8d012ee66db7,True,Control
316abf84-cbe2-4519-84b5-02476b0e2fe1,False,Var2
2e1966ab-d43f-418d-9cd5-2929a8becd48,False,Var1
797b5985-d6f3-4707-87ff-bfd11410e809,True,Control
8d6b8f63-80d4-4757-bc9e-6df76d95bf1b,True,Control
bb10aae0-e74a-4a42-a2e9-ec07a8c44bb9,True,Control
fec7aa48-e471-4639-9343-3c07cd4b6eae,True,Control
d0c6b728-b653-4a79-a199-90a21c2b4c7e,True,Control
d068dc79-bc38-44e2-8761-1cbdde35b3d5,True,Control
a4c7b96e-a8e2-46d4-a7b3-e8bf47c742d2,False,Var2
c58080ab-14c9-43b3-b0a5-a23be00c7f27,True,Control
07e1c391-e2a0-4094-8627-afffcb029c54,True,Control
e1906010-ec1b-4fc7-bada-633e26e14574,True,Control
fb04b62a-9272-4543-983e-f9a07364f4bd,True,Control
d023d01a-d7b0-4512-a78d-4887275cc996,True,Control
225a1d7b-1185-4933-b530-440ad065c326,False,Var1
766a79c1-0f1f-4f19-ac64-f72d536c6308,False,Var1
48f8e27a-4559-4fa3-a277-14f2b0900daf,True,Control
db077fd3-7141-4ea5-b23c-e975c3c2cbf8,False,Var1
b739876f-5f19-4ccb-bdcb-0fd78933c7de,True,Control
240a859a-c3c9-4a55-91eb-446e0d0d677c,False,Var1
6e53f61f-bc25-4933-857c-5110e024ee8c,True,Control
ec531fc6-c747-4b71-89b3-536a17da9596,False,Var2
c354ba36-3cd9-472d-86fa-e52bbd64f7be,False,Var2
8fc179c4-1b1d-4659-b0b0-01f293bb6c38,False,Var2
851d5487-6641-495e-8250-23855ecedbab,True,Control
f6872bf7-299d-4044-98a2-21f49606c48a,True,Control
8e2d5836-f9d9-44c1-92a1-889655775c06,True,Control
1ab09495-cf7b-448d-b91d-6b11c3bbe5d5,False,Var1
8a4f99ae-7db9-44b2-9e6d-ecd903009fbe,False,Var1
b84fb8d8-3880-4c9e-8f6c-9dc2733f5417,True,Control
f0a72311-7b9e-4ef8-905c-cc224643f5a2,True,Control
f994eb00-9147-403c-bbad-ff1bf18cb6ff,False,Var1
20d2bce3-c216-49bc-b779-e98c429bbf7d,False,Var1
b5ea46ce-1b57-4edd-b9ac-a3ae5b6bd9e7,False,Var2
e2a97da3-106f-4523-b091-524d2c3715a2,False,Var2
284d23e4-953e-4e5f-bb64-58062d15fb05,True,Control
97c40b22-4a88-48bc-a83a-12519ccf9ec2,True,Control
2cca8189-a305-4b24-9318-aea749c7e7fa,True,Control
1bf91868-0b76-4054-b1f6-236d79e8f5f4,True,Control
781f59ef-4d93-4ecb-abb0-420c7ebab035,True,Control
35258862-643e-492a-ba44-167f4a87408d,False,Var2
38182828-8146-4159-ad62-b40cc122fd3b,True,Control
7b8135a7-a5d4-4d0b-96dd-af15bd9ce278,False,Var2
